,Imóvel,Preço (R$),Aluguel (R$),Bairro,Área (m²),Quartos,Banheiros,Vagas
5078,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
5079,Apartamento,651,1500,Vila Água Funda,75,2,2,1
5080,Apartamento,1150,3200,Vila Mariana,110,3,2,1
5081,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
5082,Apartamento,850,5900,Sumaré,74,2,3,2
5083,Apartamento,450,3200,Indianópolis,36,1,1,0
5084,Apartamento,0,1350,Vila Madalena,24,1,1,0
5085,Apartamento,536,2800,Brooklin,47,1,1,1
5086,Sala/Conjunto,0,1700,Santana,60,0,1,0
5087,Apartamento,480,1500,Brás,49,2,1,1
5088,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
5089,Apartamento,550,2000,Moema,54,1,1,1
5090,Apartamento,410,1800,Vila Mariana,44,1,1,0
5091,Apartamento,506,2100,Barra Funda,60,2,2,1
5092,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
5093,Sala/Conjunto,0,600,República,20,0,1,0
5094,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
5095,Apartamento,700,2300,Jaguaré,70,3,2,2
5096,Apartamento,724,1800,Vila Paulista,76,3,2,1
5097,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
5098,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
5099,Apartamento,781,1800,Sumaré,50,1,1,1
5100,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
5101,Apartamento,0,2600,Bela Vista,48,1,1,0
5102,Apartamento,0,4500,Perdizes,140,3,3,2
5103,Sala/Conjunto,0,1950,República,65,0,2,0
5104,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
5105,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
5106,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
5107,Apartamento,250,1051,Liberdade,30,1,1,0
5108,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
5109,Apartamento,650,1700,Consolação,50,2,1,1
5110,Apartamento,925,3999,Itaim Bibi,95,2,1,0
5111,Casa,2350,950,Jardim Japão,40,1,1,0
5112,Apartamento,590,1100,Vila Andrade,35,1,1,1
5113,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
5114,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
5115,Apartamento,651,1500,Vila Água Funda,75,2,2,1
5116,Apartamento,1150,3200,Vila Mariana,110,3,2,1
5117,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
5118,Apartamento,850,5900,Sumaré,74,2,3,2
5119,Apartamento,450,3200,Indianópolis,36,1,1,0
5120,Apartamento,0,1350,Vila Madalena,24,1,1,0
5121,Apartamento,536,2800,Brooklin,47,1,1,1
5122,Sala/Conjunto,0,1700,Santana,60,0,1,0
5123,Apartamento,480,1500,Brás,49,2,1,1
5124,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
5125,Apartamento,550,2000,Moema,54,1,1,1
5126,Apartamento,410,1800,Vila Mariana,44,1,1,0
5127,Apartamento,506,2100,Barra Funda,60,2,2,1
5128,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
5129,Sala/Conjunto,0,600,República,20,0,1,0
5130,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
5131,Apartamento,700,2300,Jaguaré,70,3,2,2
5132,Apartamento,724,1800,Vila Paulista,76,3,2,1
5133,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
5134,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
5135,Apartamento,781,1800,Sumaré,50,1,1,1
5136,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
5137,Apartamento,0,2600,Bela Vista,48,1,1,0
5138,Apartamento,0,4500,Perdizes,140,3,3,2
5139,Sala/Conjunto,0,1950,República,65,0,2,0
5140,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
5141,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
5142,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
5143,Apartamento,250,1051,Liberdade,30,1,1,0
5144,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
5145,Apartamento,650,1700,Consolação,50,2,1,1
5146,Apartamento,925,3999,Itaim Bibi,95,2,1,0
5147,Casa,2350,950,Jardim Japão,40,1,1,0
5148,Apartamento,590,1100,Vila Andrade,35,1,1,1
5149,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
5150,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
5151,Apartamento,651,1500,Vila Água Funda,75,2,2,1
5152,Apartamento,1150,3200,Vila Mariana,110,3,2,1
5153,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
5154,Apartamento,850,5900,Sumaré,74,2,3,2
5155,Apartamento,450,3200,Indianópolis,36,1,1,0
5156,Apartamento,0,1350,Vila Madalena,24,1,1,0
5157,Apartamento,536,2800,Brooklin,47,1,1,1
5158,Sala/Conjunto,0,1700,Santana,60,0,1,0
5159,Apartamento,480,1500,Brás,49,2,1,1
5160,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
5161,Apartamento,550,2000,Moema,54,1,1,1
5162,Apartamento,410,1800,Vila Mariana,44,1,1,0
5163,Apartamento,506,2100,Barra Funda,60,2,2,1
5164,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
5165,Sala/Conjunto,0,600,República,20,0,1,0
5166,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
5167,Apartamento,700,2300,Jaguaré,70,3,2,2
5168,Apartamento,724,1800,Vila Paulista,76,3,2,1
5169,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
5170,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
5171,Apartamento,781,1800,Sumaré,50,1,1,1
5172,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
5173,Apartamento,0,2600,Bela Vista,48,1,1,0
5174,Apartamento,0,4500,Perdizes,140,3,3,2
5175,Sala/Conjunto,0,1950,República,65,0,2,0
5176,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
5177,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
5178,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
5179,Apartamento,250,1051,Liberdade,30,1,1,0
5180,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
5181,Apartamento,650,1700,Consolação,50,2,1,1
5182,Apartamento,925,3999,Itaim Bibi,95,2,1,0
5183,Casa,2350,950,Jardim Japão,40,1,1,0
5184,Apartamento,590,1100,Vila Andrade,35,1,1,1
5185,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
5186,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
5187,Apartamento,651,1500,Vila Água Funda,75,2,2,1
5188,Apartamento,1150,3200,Vila Mariana,110,3,2,1
5189,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
5190,Apartamento,850,5900,Sumaré,74,2,3,2
5191,Apartamento,450,3200,Indianópolis,36,1,1,0
5192,Apartamento,0,1350,Vila Madalena,24,1,1,0
5193,Apartamento,536,2800,Brooklin,47,1,1,1
5194,Sala/Conjunto,0,1700,Santana,60,0,1,0
5195,Apartamento,480,1500,Brás,49,2,1,1
5196,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
5197,Apartamento,550,2000,Moema,54,1,1,1
5198,Apartamento,410,1800,Vila Mariana,44,1,1,0
5199,Apartamento,506,2100,Barra Funda,60,2,2,1
5200,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
5201,Sala/Conjunto,0,600,República,20,0,1,0
5202,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
5203,Apartamento,700,2300,Jaguaré,70,3,2,2
5204,Apartamento,724,1800,Vila Paulista,76,3,2,1
5205,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
5206,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
5207,Apartamento,781,1800,Sumaré,50,1,1,1
5208,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
5209,Apartamento,0,2600,Bela Vista,48,1,1,0
5210,Apartamento,0,4500,Perdizes,140,3,3,2
5211,Sala/Conjunto,0,1950,República,65,0,2,0
5212,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
5213,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
5214,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
5215,Apartamento,250,1051,Liberdade,30,1,1,0
5216,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
5217,Apartamento,650,1700,Consolação,50,2,1,1
5218,Apartamento,925,3999,Itaim Bibi,95,2,1,0
5219,Casa,2350,950,Jardim Japão,40,1,1,0
5220,Apartamento,590,1100,Vila Andrade,35,1,1,1
5221,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
5222,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
5223,Apartamento,651,1500,Vila Água Funda,75,2,2,1
5224,Apartamento,1150,3200,Vila Mariana,110,3,2,1
5225,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
5226,Apartamento,850,5900,Sumaré,74,2,3,2
5227,Apartamento,450,3200,Indianópolis,36,1,1,0
5228,Apartamento,0,1350,Vila Madalena,24,1,1,0
5229,Apartamento,536,2800,Brooklin,47,1,1,1
5230,Sala/Conjunto,0,1700,Santana,60,0,1,0
5231,Apartamento,480,1500,Brás,49,2,1,1
5232,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
5233,Apartamento,550,2000,Moema,54,1,1,1
5234,Apartamento,410,1800,Vila Mariana,44,1,1,0
5235,Apartamento,506,2100,Barra Funda,60,2,2,1
5236,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
5237,Sala/Conjunto,0,600,República,20,0,1,0
5238,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
5239,Apartamento,700,2300,Jaguaré,70,3,2,2
5240,Apartamento,724,1800,Vila Paulista,76,3,2,1
5241,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
5242,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
5243,Apartamento,781,1800,Sumaré,50,1,1,1
5244,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
5245,Apartamento,0,2600,Bela Vista,48,1,1,0
5246,Apartamento,0,4500,Perdizes,140,3,3,2
5247,Sala/Conjunto,0,1950,República,65,0,2,0
5248,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
5249,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
5250,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
5251,Apartamento,250,1051,Liberdade,30,1,1,0
5252,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
5253,Apartamento,650,1700,Consolação,50,2,1,1
5254,Apartamento,925,3999,Itaim Bibi,95,2,1,0
5255,Casa,2350,950,Jardim Japão,40,1,1,0
5256,Apartamento,590,1100,Vila Andrade,35,1,1,1
5257,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
5258,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
5259,Apartamento,651,1500,Vila Água Funda,75,2,2,1
5260,Apartamento,1150,3200,Vila Mariana,110,3,2,1
5261,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
5262,Apartamento,850,5900,Sumaré,74,2,3,2
5263,Apartamento,450,3200,Indianópolis,36,1,1,0
5264,Apartamento,0,1350,Vila Madalena,24,1,1,0
5265,Apartamento,536,2800,Brooklin,47,1,1,1
5266,Sala/Conjunto,0,1700,Santana,60,0,1,0
5267,Apartamento,480,1500,Brás,49,2,1,1
5268,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
5269,Apartamento,550,2000,Moema,54,1,1,1
5270,Apartamento,410,1800,Vila Mariana,44,1,1,0
5271,Apartamento,506,2100,Barra Funda,60,2,2,1
5272,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
5273,Sala/Conjunto,0,600,República,20,0,1,0
5274,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
5275,Apartamento,700,2300,Jaguaré,70,3,2,2
5276,Apartamento,724,1800,Vila Paulista,76,3,2,1
5277,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
5278,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
5279,Apartamento,781,1800,Sumaré,50,1,1,1
5280,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
5281,Apartamento,0,2600,Bela Vista,48,1,1,0
5282,Apartamento,0,4500,Perdizes,140,3,3,2
5283,Sala/Conjunto,0,1950,República,65,0,2,0
5284,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
5285,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
5286,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
5287,Apartamento,250,1051,Liberdade,30,1,1,0
5288,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
5289,Apartamento,650,1700,Consolação,50,2,1,1
5290,Apartamento,925,3999,Itaim Bibi,95,2,1,0
5291,Casa,2350,950,Jardim Japão,40,1,1,0
5292,Apartamento,590,1100,Vila Andrade,35,1,1,1
5293,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
5294,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
5295,Apartamento,651,1500,Vila Água Funda,75,2,2,1
5296,Apartamento,1150,3200,Vila Mariana,110,3,2,1
5297,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
5298,Apartamento,850,5900,Sumaré,74,2,3,2
5299,Apartamento,450,3200,Indianópolis,36,1,1,0
5300,Apartamento,0,1350,Vila Madalena,24,1,1,0
5301,Apartamento,536,2800,Brooklin,47,1,1,1
5302,Sala/Conjunto,0,1700,Santana,60,0,1,0
5303,Apartamento,480,1500,Brás,49,2,1,1
5304,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
5305,Apartamento,550,2000,Moema,54,1,1,1
5306,Apartamento,410,1800,Vila Mariana,44,1,1,0
5307,Apartamento,506,2100,Barra Funda,60,2,2,1
5308,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
5309,Sala/Conjunto,0,600,República,20,0,1,0
5310,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
5311,Apartamento,700,2300,Jaguaré,70,3,2,2
5312,Apartamento,724,1800,Vila Paulista,76,3,2,1
5313,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
5314,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
5315,Apartamento,781,1800,Sumaré,50,1,1,1
5316,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
5317,Apartamento,0,2600,Bela Vista,48,1,1,0
5318,Apartamento,0,4500,Perdizes,140,3,3,2
5319,Sala/Conjunto,0,1950,República,65,0,2,0
5320,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
5321,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
5322,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
5323,Apartamento,250,1051,Liberdade,30,1,1,0
5324,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
5325,Apartamento,650,1700,Consolação,50,2,1,1
5326,Apartamento,925,3999,Itaim Bibi,95,2,1,0
5327,Casa,2350,950,Jardim Japão,40,1,1,0
5328,Apartamento,590,1100,Vila Andrade,35,1,1,1
5329,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
5330,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
5331,Apartamento,651,1500,Vila Água Funda,75,2,2,1
5332,Apartamento,1150,3200,Vila Mariana,110,3,2,1
5333,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
5334,Apartamento,850,5900,Sumaré,74,2,3,2
5335,Apartamento,450,3200,Indianópolis,36,1,1,0
5336,Apartamento,0,1350,Vila Madalena,24,1,1,0
5337,Apartamento,536,2800,Brooklin,47,1,1,1
5338,Sala/Conjunto,0,1700,Santana,60,0,1,0
5339,Apartamento,480,1500,Brás,49,2,1,1
5340,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
5341,Apartamento,550,2000,Moema,54,1,1,1
5342,Apartamento,410,1800,Vila Mariana,44,1,1,0
5343,Apartamento,506,2100,Barra Funda,60,2,2,1
5344,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
5345,Sala/Conjunto,0,600,República,20,0,1,0
5346,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
5347,Apartamento,700,2300,Jaguaré,70,3,2,2
5348,Apartamento,724,1800,Vila Paulista,76,3,2,1
5349,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
5350,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
5351,Apartamento,781,1800,Sumaré,50,1,1,1
5352,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
5353,Apartamento,0,2600,Bela Vista,48,1,1,0
5354,Apartamento,0,4500,Perdizes,140,3,3,2
5355,Sala/Conjunto,0,1950,República,65,0,2,0
5356,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
5357,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
5358,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
5359,Apartamento,250,1051,Liberdade,30,1,1,0
5360,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
5361,Apartamento,650,1700,Consolação,50,2,1,1
5362,Apartamento,925,3999,Itaim Bibi,95,2,1,0
5363,Casa,2350,950,Jardim Japão,40,1,1,0
5364,Apartamento,590,1100,Vila Andrade,35,1,1,1
5365,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
5366,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
5367,Apartamento,651,1500,Vila Água Funda,75,2,2,1
5368,Apartamento,1150,3200,Vila Mariana,110,3,2,1
5369,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
5370,Apartamento,850,5900,Sumaré,74,2,3,2
5371,Apartamento,450,3200,Indianópolis,36,1,1,0
5372,Apartamento,0,1350,Vila Madalena,24,1,1,0
5373,Apartamento,536,2800,Brooklin,47,1,1,1
5374,Sala/Conjunto,0,1700,Santana,60,0,1,0
5375,Apartamento,480,1500,Brás,49,2,1,1
5376,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
5377,Apartamento,550,2000,Moema,54,1,1,1
5378,Apartamento,410,1800,Vila Mariana,44,1,1,0
5379,Apartamento,506,2100,Barra Funda,60,2,2,1
5380,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
5381,Sala/Conjunto,0,600,República,20,0,1,0
5382,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
5383,Apartamento,700,2300,Jaguaré,70,3,2,2
5384,Apartamento,724,1800,Vila Paulista,76,3,2,1
5385,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
5386,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
5387,Apartamento,781,1800,Sumaré,50,1,1,1
5388,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
5389,Apartamento,0,2600,Bela Vista,48,1,1,0
5390,Apartamento,0,4500,Perdizes,140,3,3,2
5391,Sala/Conjunto,0,1950,República,65,0,2,0
5392,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
5393,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
5394,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
5395,Apartamento,250,1051,Liberdade,30,1,1,0
5396,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
5397,Apartamento,650,1700,Consolação,50,2,1,1
5398,Apartamento,925,3999,Itaim Bibi,95,2,1,0
5399,Casa,2350,950,Jardim Japão,40,1,1,0
5400,Apartamento,590,1100,Vila Andrade,35,1,1,1
5401,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
5402,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
5403,Apartamento,651,1500,Vila Água Funda,75,2,2,1
5404,Apartamento,1150,3200,Vila Mariana,110,3,2,1
5405,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
5406,Apartamento,850,5900,Sumaré,74,2,3,2
5407,Apartamento,450,3200,Indianópolis,36,1,1,0
5408,Apartamento,0,1350,Vila Madalena,24,1,1,0
5409,Apartamento,536,2800,Brooklin,47,1,1,1
5410,Sala/Conjunto,0,1700,Santana,60,0,1,0
5411,Apartamento,480,1500,Brás,49,2,1,1
5412,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
5413,Apartamento,550,2000,Moema,54,1,1,1
5414,Apartamento,410,1800,Vila Mariana,44,1,1,0
5415,Apartamento,506,2100,Barra Funda,60,2,2,1
5416,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
5417,Sala/Conjunto,0,600,República,20,0,1,0
5418,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
5419,Apartamento,700,2300,Jaguaré,70,3,2,2
5420,Apartamento,724,1800,Vila Paulista,76,3,2,1
5421,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
5422,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
5423,Apartamento,781,1800,Sumaré,50,1,1,1
5424,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
5425,Apartamento,0,2600,Bela Vista,48,1,1,0
5426,Apartamento,0,4500,Perdizes,140,3,3,2
5427,Sala/Conjunto,0,1950,República,65,0,2,0
5428,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
5429,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
5430,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
5431,Apartamento,250,1051,Liberdade,30,1,1,0
5432,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
5433,Apartamento,650,1700,Consolação,50,2,1,1
5434,Apartamento,925,3999,Itaim Bibi,95,2,1,0
5435,Casa,2350,950,Jardim Japão,40,1,1,0
5436,Apartamento,590,1100,Vila Andrade,35,1,1,1
5437,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
5438,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
5439,Apartamento,651,1500,Vila Água Funda,75,2,2,1
5440,Apartamento,1150,3200,Vila Mariana,110,3,2,1
5441,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
5442,Apartamento,850,5900,Sumaré,74,2,3,2
5443,Apartamento,450,3200,Indianópolis,36,1,1,0
5444,Apartamento,0,1350,Vila Madalena,24,1,1,0
5445,Apartamento,536,2800,Brooklin,47,1,1,1
5446,Sala/Conjunto,0,1700,Santana,60,0,1,0
5447,Apartamento,480,1500,Brás,49,2,1,1
5448,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
5449,Apartamento,550,2000,Moema,54,1,1,1
5450,Apartamento,410,1800,Vila Mariana,44,1,1,0
5451,Apartamento,506,2100,Barra Funda,60,2,2,1
5452,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
5453,Sala/Conjunto,0,600,República,20,0,1,0
5454,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
5455,Apartamento,700,2300,Jaguaré,70,3,2,2
5456,Apartamento,724,1800,Vila Paulista,76,3,2,1
5457,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
5458,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
5459,Apartamento,781,1800,Sumaré,50,1,1,1
5460,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
5461,Apartamento,0,2600,Bela Vista,48,1,1,0
5462,Apartamento,0,4500,Perdizes,140,3,3,2
5463,Sala/Conjunto,0,1950,República,65,0,2,0
5464,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
5465,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
5466,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
5467,Apartamento,250,1051,Liberdade,30,1,1,0
5468,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
5469,Apartamento,650,1700,Consolação,50,2,1,1
5470,Apartamento,925,3999,Itaim Bibi,95,2,1,0
5471,Casa,2350,950,Jardim Japão,40,1,1,0
5472,Apartamento,590,1100,Vila Andrade,35,1,1,1
5473,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
5474,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
5475,Apartamento,651,1500,Vila Água Funda,75,2,2,1
5476,Apartamento,1150,3200,Vila Mariana,110,3,2,1
5477,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
5478,Apartamento,850,5900,Sumaré,74,2,3,2
5479,Apartamento,450,3200,Indianópolis,36,1,1,0
5480,Apartamento,0,1350,Vila Madalena,24,1,1,0
5481,Apartamento,536,2800,Brooklin,47,1,1,1
5482,Sala/Conjunto,0,1700,Santana,60,0,1,0
5483,Apartamento,480,1500,Brás,49,2,1,1
5484,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
5485,Apartamento,550,2000,Moema,54,1,1,1
5486,Apartamento,410,1800,Vila Mariana,44,1,1,0
5487,Apartamento,506,2100,Barra Funda,60,2,2,1
5488,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
5489,Sala/Conjunto,0,600,República,20,0,1,0
5490,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
5491,Apartamento,700,2300,Jaguaré,70,3,2,2
5492,Apartamento,724,1800,Vila Paulista,76,3,2,1
5493,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
5494,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
5495,Apartamento,781,1800,Sumaré,50,1,1,1
5496,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
5497,Apartamento,0,2600,Bela Vista,48,1,1,0
5498,Apartamento,0,4500,Perdizes,140,3,3,2
5499,Sala/Conjunto,0,1950,República,65,0,2,0
5500,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
5501,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
5502,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
5503,Apartamento,250,1051,Liberdade,30,1,1,0
5504,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
5505,Apartamento,650,1700,Consolação,50,2,1,1
5506,Apartamento,925,3999,Itaim Bibi,95,2,1,0
5507,Casa,2350,950,Jardim Japão,40,1,1,0
5508,Apartamento,590,1100,Vila Andrade,35,1,1,1
5509,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
5510,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
5511,Apartamento,651,1500,Vila Água Funda,75,2,2,1
5512,Apartamento,1150,3200,Vila Mariana,110,3,2,1
5513,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
5514,Apartamento,850,5900,Sumaré,74,2,3,2
5515,Apartamento,450,3200,Indianópolis,36,1,1,0
5516,Apartamento,0,1350,Vila Madalena,24,1,1,0
5517,Apartamento,536,2800,Brooklin,47,1,1,1
5518,Sala/Conjunto,0,1700,Santana,60,0,1,0
5519,Apartamento,480,1500,Brás,49,2,1,1
5520,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
5521,Apartamento,550,2000,Moema,54,1,1,1
5522,Apartamento,410,1800,Vila Mariana,44,1,1,0
5523,Apartamento,506,2100,Barra Funda,60,2,2,1
5524,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
5525,Sala/Conjunto,0,600,República,20,0,1,0
5526,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
5527,Apartamento,700,2300,Jaguaré,70,3,2,2
5528,Apartamento,724,1800,Vila Paulista,76,3,2,1
5529,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
5530,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
5531,Apartamento,781,1800,Sumaré,50,1,1,1
5532,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
5533,Apartamento,0,2600,Bela Vista,48,1,1,0
5534,Apartamento,0,4500,Perdizes,140,3,3,2
5535,Sala/Conjunto,0,1950,República,65,0,2,0
5536,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
5537,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
5538,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
5539,Apartamento,250,1051,Liberdade,30,1,1,0
